transaction_id,merchant_id,user_id,card_number,transaction_date,transaction_amount,device_id,has_cbk
21323516,94513,81105,552937******3636,2019-11-03T23:18:38.584183,709.84,,FALSE
21323517,11863,72362,523421******8925,2019-11-03T22:54:40.016438,682.79,,FALSE
21323518,62052,18227,550209******3098,2019-11-03T22:14:24.384898,963.47,,FALSE
21323519,70838,47887,536492******9034,2019-11-03T21:26:27.168349,253.23,,FALSE
21323520,93225,51571,514945******6111,2019-11-03T20:49:37.497945,2060.85,,FALSE
21323521,4039,266,482425******1320,2019-11-03T20:25:23.212894,235.70,,FALSE
21323522,4039,266,482425******1320,2019-11-03T20:24:50.039652,417.19,,FALSE
21323523,17348,15648,548724******3775,2019-11-03T20:14:28.977844,2167.22,,FALSE
21323524,10697,58698,476993******1150,2019-11-03T20:10:17.409836,1564.26,,FALSE
21323525,53202,88906,498423******9075,2019-11-03T20:07:33.186149,32.28,,FALSE
21323526,6984,64994,516292******5750,2019-11-03T19:58:22.671619,1673.91,,FALSE
21323527,828,18205,423072******9020,2019-11-03T19:36:49.781828,462.26,,FALSE
21323528,57903,39273,515590******9873,2019-11-03T19:20:00.010232,613.19,,FALSE
21323529,17348,11460,498453******7382,2019-11-03T19:17:03.003590,459.07,,FALSE
21323530,57964,50105,606282******4832,2019-11-03T18:34:54.311401,2.42,,FALSE
21323531,57964,50105,606282******4832,2019-11-03T18:25:07.144038,2.56,,FALSE
21323532,92443,51296,550209******8662,2019-11-03T18:15:15.215890,577.53,,FALSE
21323533,8942,24027,406669******8126,2019-11-03T17:02:15.187624,2079.92,,TRUE
21323534,59324,56052,523421******2491,2019-11-03T16:54:57.585883,78.47,,FALSE
21323535,17348,31451,550209******6760,2019-11-03T16:44:10.941533,348.00,,FALSE
21323536,26981,22392,531705******1910,2019-11-03T16:28:38.429655,88.79,,FALSE
21323537,8942,76819,552289******8870,2019-11-03T16:11:02.048688,1545.40,,TRUE
21323538,8942,76819,552289******8870,2019-11-03T16:10:00.739538,1038.47,,TRUE
21323539,8942,76819,552289******8870,2019-11-03T16:09:21.333406,2040.02,,TRUE
21323540,8942,76819,552289******8870,2019-11-03T16:08:01.904202,1551.77,,TRUE
21323541,8549,64703,606282******2179,2019-11-03T16:07:58.069405,388.80,,FALSE
21323542,48645,65386,650907******6491,2019-11-03T15:20:14.400933,4026.57,,FALSE
21323543,90572,98987,406669******7918,2019-11-03T14:00:16.675778,2578.16,,FALSE
21323544,50653,66117,422053******4055,2019-11-03T13:42:37.700618,620.77,,FALSE
21323545,57839,97724,606282******9858,2019-11-03T13:12:47.931435,2515.47,,FALSE
21323546,71701,85483,458919******6731,2019-11-03T12:57:38.781564,491.61,,FALSE
21323547,19812,29880,536380******5215,2019-11-03T01:04:17.034656,1043.63,,FALSE
21323548,828,90424,453211******3166,2019-11-03T00:05:00.885981,331.59,,FALSE
21323549,49205,57366,550209******4970,2019-11-02T22:39:56.338102,184.19,,FALSE
21323550,95499,19244,498406******8674,2019-11-02T21:56:54.041701,2313.57,,FALSE
21323551,93711,55455,515590******6287,2019-11-02T21:45:48.013054,2232.36,,FALSE
21323552,60381,14506,550209******3561,2019-11-02T19:26:53.797760,40.27,,FALSE
21323553,15858,23285,650907******1034,2019-11-02T18:56:58.995314,2124.27,,FALSE
21323554,41354,19820,606282******6581,2019-11-02T18:07:03.252741,234.06,,TRUE
21323555,41354,19820,606282******6581,2019-11-02T18:04:22.088172,4028.55,,TRUE
21323556,35930,15154,458919******3760,2019-11-02T18:03:08.240532,354.80,,FALSE
21323557,98777,13609,552640******1825,2019-11-02T18:02:21.546635,2554.87,,FALSE
21323558,16266,9790,415944******6598,2019-11-02T17:06:52.588212,559.49,,FALSE
21323559,85032,6868,552693******3790,2019-11-02T17:00:26.411653,170.34,,FALSE
21323560,88549,20595,521370******1189,2019-11-02T16:59:38.725588,3438.59,,FALSE
21323561,17348,63398,455183******2351,2019-11-02T16:55:19.118819,568.00,,FALSE
21323562,26765,55918,422061******8005,2019-11-02T16:40:34.504886,709.03,,FALSE
21323563,41354,19820,606282******6581,2019-11-02T16:33:21.333131,4031.00,,TRUE
21323564,62052,69750,459383******9805,2019-11-02T16:08:15.927284,3084.48,,FALSE
21323565,12729,73391,512363******3915,2019-11-02T15:35:54.844270,4054.06,,FALSE
21323566,42546,96780,523421******6399,2019-11-02T14:56:28.714894,234.80,,FALSE
21323567,50493,58019,544731******8760,2019-11-02T14:50:11.150432,852.73,,FALSE
21323568,93881,19559,544890******8868,2019-11-02T14:07:48.969239,713.54,,FALSE
21323569,50493,57584,655007******7278,2019-11-02T14:07:07.431292,707.02,,FALSE
21323570,63526,66627,536380******7117,2019-11-02T13:17:15.136325,327.45,,FALSE
21323571,32186,72424,513557******2504,2019-11-02T12:09:00.766011,4044.35,,FALSE
21323572,33192,7682,544731******3904,2019-11-02T10:01:01.311731,1200.82,,FALSE
21323573,31030,69106,544315******3169,2019-11-02T01:27:23.590965,384.50,,FALSE
21323574,74727,77665,540593******9190,2019-11-01T23:32:18.458369,1536.51,,FALSE
21323575,82477,93012,455183******2030,2019-11-01T23:29:37.155528,288.95,,FALSE
21323576,16266,96495,522840******2045,2019-11-01T22:10:49.517024,762.18,,TRUE
21323577,3659,89530,498453******6156,2019-11-01T21:46:32.773333,2517.56,,FALSE
21323578,16266,96495,552305******4782,2019-11-01T20:54:04.014855,2936.66,,TRUE
21323579,656,79226,539090******3333,2019-11-01T20:09:43.134758,85.37,,FALSE
21323580,31960,94007,545430******2022,2019-11-01T19:33:12.270004,1155.28,,FALSE
21323581,50653,73854,544731******2552,2019-11-01T19:25:29.380218,503.73,,FALSE
21323582,25726,90526,535858******8085,2019-11-01T19:22:17.917474,230.36,,FALSE
21323583,77570,75889,527496******2850,2019-11-01T19:19:50.609011,1726.65,,TRUE
21323584,52493,80414,421845******1339,2019-11-01T18:53:33.736618,10.26,,FALSE
21323585,15371,42933,550209******1962,2019-11-01T18:42:33.046459,145.05,,FALSE
21323586,63526,7536,467148******6472,2019-11-01T18:03:53.414141,242.04,,FALSE
21323587,82477,19,525496******3638,2019-11-01T17:52:57.071163,165.14,,FALSE
21323588,50493,93741,530034******1987,2019-11-01T16:50:32.916048,595.47,,FALSE
21323589,13371,84944,530033******1098,2019-11-01T16:20:00.178559,360.92,,FALSE
21323590,15140,38415,544731******7009,2019-11-01T14:33:11.280461,2368.92,,FALSE
21323591,13371,19248,476331******8121,2019-11-01T14:30:36.417602,1537.31,,FALSE
21323592,50493,49581,650486******4139,2019-11-01T13:05:34.054967,744.15,,FALSE
21323593,9603,59275,528052******3611,2019-11-01T11:47:02.404963,50.67,,FALSE
21323594,9603,59275,528052******3611,2019-11-01T11:47:10.404963,68.67,,FALSE
21323595,9603,59275,528052******3611,2019-11-01T11:47:20.404963,80.67,,FALSE
21323596,9603,59275,528052******3611,2019-11-01T11:47:30.404963,100.67,,FALSE
21323597,9603,59275,528052******3611,2019-11-01T11:47:40.404963,200.67,,FALSE
31323594,9603,59275,528052******3611,2019-11-01T11:47:10.404963,62.67,,FALSE
31323595,9603,59275,528052******3611,2019-11-01T11:47:20.404963,801.67,,FALSE
31323596,9603,59275,528052******3611,2019-11-01T11:47:30.404963,10.67,,FALSE
31323597,9603,59275,528052******3611,2019-11-01T11:47:40.404963,20.67,,FALSE
31323598,9603,59275,528052******3611,2019-11-01T11:47:50.404963,10.67,,FALSE
21323594,57997,84486,522688******9874,2019-11-01T10:23:50.555604,1.55,,FALSE
21323595,35930,7,544315******7773,2019-11-01T01:29:45.799767,359.68,,FALSE
21323596,17348,8,650487******9884,2019-11-01T01:27:15.811098,2416.70,,TRUE
